,balance,stock,label
5212,250000000,34000000,normal
5213,784000000,61000000,vip
5214,624000000,42000000,diamond
5215,700000000,33333333,diamond
5216,624000000,38666666,diamond
5217,720000000,44666666,diamond
5218,268000000,17500000,normal
5219,664000000,48666666,diamond
5220,608000000,36666666,diamond
5221,748000000,33333333,diamond
5222,732000000,80000000,vip
5223,612000000,38000000,diamond
5224,640000000,34000000,diamond
5225,264000000,30000000,normal
5226,612000000,52000000,diamond
5227,776000000,64000000,vip
5228,266000000,26000000,normal
5229,796000000,80000000,vip
5230,252000000,22000000,normal
5231,796000000,25333333,diamond
5232,580000000,53333333,diamond
5233,616000000,46666666,diamond
5234,696000000,26000000,diamond
5235,720000000,72000000,vip
5236,800000000,80000000,vip
5237,560000000,46000000,diamond
5238,248000000,27500000,normal
5239,704000000,35333333,diamond
5240,588000000,53333333,diamond
5241,656000000,38666666,diamond
5242,688000000,80000000,vip
5243,628000000,31333333,diamond
5244,324000000,19000000,normal
5245,692000000,49333333,diamond
5246,744000000,40000000,diamond
5247,580000000,49333333,diamond
5248,246000000,38500000,normal
5249,696000000,46666666,diamond
5250,584000000,46666666,diamond
5251,800000000,26666666,diamond
5252,744000000,23333333,diamond
5253,600000000,50000000,diamond
5254,680000000,40000000,diamond
5255,242000000,29500000,normal
5256,260000000,32500000,normal
5257,244000000,22500000,normal
5258,780000000,70000000,vip
5259,290000000,26500000,normal
5260,780000000,78000000,vip
5261,242000000,31500000,normal
5262,704000000,40000000,diamond
5263,704000000,42000000,diamond
5264,688000000,40000000,diamond
5265,584000000,45333333,diamond
5266,792000000,67000000,vip
5267,752000000,40666666,diamond
5268,652000000,36666666,diamond
5269,800000000,26666666,diamond
5270,264000000,30500000,normal
5271,740000000,27333333,diamond
5272,752000000,38666666,diamond
5273,788000000,76000000,vip
5274,636000000,44000000,diamond
5275,296000000,24000000,normal
5276,772000000,58000000,vip
5277,744000000,30666666,diamond
5278,744000000,31333333,diamond
5279,784000000,70000000,vip
5280,800000000,54000000,vip
5281,776000000,80000000,vip
5282,660000000,30000000,diamond
5283,772000000,36666666,diamond
5284,254000000,22000000,normal
5285,310000000,18000000,normal
5286,240000000,37500000,normal
5287,724000000,23333333,diamond
5288,744000000,40000000,diamond
5289,604000000,34666666,diamond
5290,752000000,28666666,diamond
5291,270000000,30000000,normal
5292,588000000,37333333,diamond
5293,608000000,36000000,diamond
5294,748000000,30666666,diamond
5295,636000000,45333333,diamond
5296,568000000,51333333,diamond
5297,262000000,32500000,normal
5298,310000000,21500000,normal
5299,620000000,30666666,diamond
5300,616000000,39333333,diamond
5301,788000000,64000000,vip
5302,688000000,24000000,diamond
5303,572000000,52666666,diamond
5304,552000000,44000000,diamond
5305,532000000,51333333,diamond
5306,748000000,29333333,diamond
5307,680000000,44000000,diamond
5308,788000000,70000000,vip
5309,278000000,18000000,normal
5310,672000000,50666666,diamond
5311,244000000,23000000,normal
5312,254000000,22500000,normal
5313,596000000,41333333,diamond
5314,692000000,38666666,diamond
5315,584000000,43333333,diamond
5316,580000000,38666666,diamond
5317,248000000,23500000,normal
5318,724000000,44000000,diamond
5319,282000000,18000000,normal
5320,628000000,33333333,diamond
5321,620000000,53333333,diamond
5322,240000000,22000000,normal
5323,796000000,27333333,diamond
5324,540000000,49333333,diamond
5325,316000000,19500000,normal
5326,516000000,49333333,diamond
5327,244000000,37500000,normal
5328,274000000,18000000,normal
5329,302000000,20500000,normal
5330,528000000,50666666,diamond
5331,588000000,42000000,diamond
5332,716000000,34000000,diamond
5333,260000000,29000000,normal
5334,600000000,40666666,diamond
5335,668000000,48666666,diamond
5336,272000000,24500000,normal
5337,756000000,35333333,diamond
5338,748000000,25333333,diamond
5339,772000000,66000000,vip
5340,616000000,34000000,diamond
5341,716000000,45333333,diamond
5342,572000000,45333333,diamond
5343,768000000,35333333,diamond
5344,728000000,28666666,diamond
5345,704000000,79000000,vip
5346,250000000,35500000,normal
5347,252000000,19000000,normal
5348,800000000,32000000,diamond
5349,712000000,73000000,vip
5350,636000000,38666666,diamond
5351,684000000,52000000,diamond
5352,676000000,52666666,diamond
5353,264000000,17500000,normal
5354,708000000,33333333,diamond
5355,752000000,37333333,diamond
5356,628000000,32000000,diamond
5357,724000000,78000000,vip
5358,280000000,28000000,normal
5359,256000000,31000000,normal
5360,664000000,40666666,diamond
5361,636000000,34000000,diamond
5362,244000000,29000000,normal
5363,290000000,18500000,normal
5364,266000000,26500000,normal
5365,304000000,23000000,normal
5366,676000000,29333333,diamond
5367,792000000,24666666,diamond
5368,768000000,31333333,diamond
5369,688000000,47333333,diamond
5370,296000000,20000000,normal
5371,624000000,52000000,diamond
5372,272000000,26000000,normal
5373,256000000,36000000,normal
5374,760000000,34000000,diamond
5375,660000000,39333333,diamond
5376,748000000,41333333,diamond
5377,688000000,26000000,diamond
5378,312000000,18500000,normal
5379,648000000,30000000,diamond
5380,692000000,26666666,diamond
5381,664000000,50666666,diamond
5382,628000000,47333333,diamond
5383,604000000,38000000,diamond
5384,764000000,26666666,diamond
5385,254000000,29000000,normal
5386,652000000,26000000,diamond
5387,620000000,47333333,diamond
5388,242000000,33000000,normal
5389,800000000,71000000,vip
5390,600000000,36000000,diamond
5391,268000000,31000000,normal
5392,780000000,23333333,diamond
5393,768000000,38666666,diamond
5394,262000000,21500000,normal
5395,288000000,22000000,normal
5396,684000000,45333333,diamond
5397,292000000,17500000,normal
5398,246000000,27500000,normal
5399,684000000,46666666,diamond
5400,592000000,46666666,diamond
5401,250000000,19000000,normal
5402,268000000,23500000,normal
5403,600000000,40666666,diamond
5404,800000000,69000000,vip
5405,588000000,45333333,diamond
5406,324000000,18500000,normal
5407,660000000,30666666,diamond
5408,768000000,72000000,vip
5409,250000000,21000000,normal
5410,244000000,29500000,normal
5411,640000000,45333333,diamond
5412,266000000,27500000,normal
5413,696000000,28000000,diamond
5414,572000000,44000000,diamond
5415,254000000,26000000,normal
5416,624000000,53333333,diamond
5417,544000000,43333333,diamond
5418,300000000,24500000,normal
5419,640000000,51333333,diamond
5420,784000000,74000000,vip
5421,688000000,32666666,diamond
5422,286000000,21000000,normal
5423,532000000,45333333,diamond
5424,292000000,27000000,normal
5425,246000000,35000000,normal
5426,528000000,48000000,diamond
5427,800000000,31333333,diamond
5428,270000000,21000000,normal
5429,260000000,31500000,normal
5430,272000000,21500000,normal
5431,708000000,40666666,diamond
5432,656000000,26666666,diamond
5433,612000000,52666666,diamond
5434,604000000,52666666,diamond
5435,732000000,74000000,vip
5436,672000000,25333333,diamond
5437,260000000,24500000,normal
5438,784000000,56000000,vip
5439,728000000,34666666,diamond
5440,692000000,38000000,diamond
5441,256000000,21000000,normal
5442,272000000,19000000,normal
5443,624000000,38000000,diamond
5444,648000000,52666666,diamond
5445,684000000,50666666,diamond
5446,740000000,25333333,diamond
5447,560000000,45333333,diamond
5448,688000000,28000000,diamond
5449,744000000,72000000,vip
5450,788000000,56000000,vip
5451,728000000,43333333,diamond
5452,728000000,79000000,vip
5453,668000000,26000000,diamond
5454,320000000,18500000,normal
5455,684000000,41333333,diamond
5456,284000000,24500000,normal
5457,676000000,42666666,diamond
5458,588000000,42666666,diamond
5459,572000000,53333333,diamond
5460,640000000,45333333,diamond
5461,692000000,26666666,diamond
5462,624000000,35333333,diamond
5463,792000000,30000000,diamond
5464,612000000,36666666,diamond
5465,242000000,27000000,normal
5466,800000000,27333333,diamond
5467,250000000,27000000,normal
5468,744000000,80000000,vip
5469,520000000,49333333,diamond
5470,696000000,31333333,diamond
5471,242000000,38500000,normal
5472,540000000,46666666,diamond
5473,244000000,31500000,normal
5474,700000000,42666666,diamond
5475,696000000,35333333,diamond
5476,656000000,32000000,diamond
5477,604000000,36666666,diamond
5478,680000000,36666666,diamond
5479,560000000,40666666,diamond
5480,286000000,19500000,normal
5481,788000000,68000000,vip
5482,648000000,48666666,diamond
5483,664000000,48666666,diamond
5484,708000000,42000000,diamond
5485,780000000,77000000,vip
5486,252000000,37000000,normal
5487,676000000,43333333,diamond
5488,696000000,42666666,diamond
5489,616000000,40666666,diamond
5490,640000000,46666666,diamond
5491,684000000,39333333,diamond
5492,274000000,18500000,normal
5493,306000000,22500000,normal
5494,248000000,27000000,normal
5495,788000000,57000000,vip
5496,596000000,34666666,diamond
5497,640000000,41333333,diamond
5498,772000000,33333333,diamond
5499,660000000,41333333,diamond
5500,744000000,28666666,diamond
5501,310000000,20000000,normal
5502,644000000,48000000,diamond
5503,752000000,30666666,diamond
5504,588000000,46666666,diamond
5505,640000000,33333333,diamond
5506,284000000,18500000,normal
5507,272000000,22500000,normal
5508,246000000,26000000,normal
5509,274000000,23500000,normal
5510,676000000,40666666,diamond
5511,744000000,42000000,diamond
5512,246000000,21000000,normal
5513,752000000,36666666,diamond
5514,620000000,46000000,diamond
5515,620000000,32666666,diamond
5516,764000000,76000000,vip
5517,696000000,35333333,diamond
5518,284000000,18000000,normal
5519,672000000,48000000,diamond
5520,260000000,30000000,normal
5521,660000000,32000000,diamond
5522,528000000,52000000,diamond
5523,676000000,30000000,diamond
5524,306000000,18500000,normal
5525,684000000,51333333,diamond
5526,760000000,24666666,diamond
5527,242000000,36000000,normal
5528,280000000,21500000,normal
5529,244000000,26000000,normal
5530,704000000,29333333,diamond
5531,612000000,45333333,diamond
5532,672000000,50000000,diamond
5533,628000000,42000000,diamond
5534,306000000,18500000,normal
5535,620000000,38666666,diamond
5536,768000000,35333333,diamond
5537,254000000,32000000,normal
5538,632000000,30000000,diamond
5539,520000000,48000000,diamond
5540,260000000,27000000,normal
5541,532000000,51333333,diamond
5542,312000000,19000000,normal
5543,298000000,21000000,normal
5544,688000000,44000000,diamond
5545,254000000,28500000,normal
5546,792000000,32666666,diamond
5547,572000000,42000000,diamond
5548,736000000,42666666,diamond
5549,696000000,33333333,diamond
5550,246000000,20000000,normal
5551,262000000,19000000,normal
5552,560000000,42000000,diamond
5553,748000000,24666666,diamond
5554,540000000,50000000,diamond
5555,624000000,42000000,diamond
5556,288000000,26000000,normal
5557,286000000,19500000,normal
5558,648000000,33333333,diamond
5559,264000000,23500000,normal
5560,628000000,44666666,diamond
5561,576000000,52666666,diamond
5562,556000000,41333333,diamond
5563,696000000,34000000,diamond
5564,756000000,37333333,diamond
5565,556000000,48000000,diamond
5566,584000000,47333333,diamond
5567,264000000,26000000,normal
5568,252000000,25000000,normal
5569,756000000,24666666,diamond
5570,764000000,28000000,diamond
5571,260000000,23500000,normal
5572,268000000,18500000,normal
5573,652000000,30000000,diamond
5574,282000000,23000000,normal
5575,764000000,35333333,diamond
5576,264000000,24500000,normal
5577,608000000,39333333,diamond
5578,716000000,25333333,diamond
5579,302000000,17500000,normal
5580,258000000,35000000,normal
5581,246000000,17500000,normal
5582,692000000,48666666,diamond
5583,696000000,38666666,diamond
5584,580000000,48666666,diamond
5585,584000000,46666666,diamond
5586,572000000,51333333,diamond
5587,728000000,45333333,diamond
5588,688000000,28666666,diamond
5589,628000000,44666666,diamond
5590,604000000,47333333,diamond
5591,250000000,26500000,normal
5592,724000000,75000000,vip
5593,728000000,28666666,diamond
5594,608000000,48000000,diamond
5595,280000000,28500000,normal
5596,748000000,24000000,diamond
5597,704000000,48666666,diamond
5598,316000000,19500000,normal
5599,684000000,40000000,diamond
5600,764000000,63000000,vip
5601,644000000,30666666,diamond
5602,262000000,34000000,normal
5603,624000000,46666666,diamond
5604,258000000,26500000,normal
5605,680000000,38666666,diamond
5606,240000000,23000000,normal
5607,784000000,34000000,diamond
5608,254000000,18500000,normal
5609,292000000,24500000,normal
5610,740000000,36666666,diamond
5611,748000000,67000000,vip
5612,768000000,74000000,vip
5613,792000000,57000000,vip
5614,800000000,53000000,vip
5615,768000000,35333333,diamond
5616,760000000,80000000,vip
5617,744000000,30000000,diamond
5618,608000000,52666666,diamond
5619,752000000,26666666,diamond
5620,246000000,36500000,normal
5621,268000000,24500000,normal
5622,584000000,45333333,diamond
5623,544000000,48000000,diamond
5624,776000000,29333333,diamond
5625,256000000,18500000,normal
5626,764000000,27333333,diamond
5627,680000000,30666666,diamond
5628,700000000,27333333,diamond
5629,680000000,44666666,diamond
5630,500000000,52000000,diamond
5631,784000000,70000000,vip
5632,624000000,31333333,diamond
5633,692000000,48000000,diamond
5634,720000000,74000000,vip
5635,656000000,26666666,diamond
5636,640000000,31333333,diamond
5637,652000000,46666666,diamond
5638,792000000,32666666,diamond
5639,636000000,48000000,diamond
5640,246000000,29000000,normal
5641,652000000,40000000,diamond
5642,800000000,67000000,vip
5643,768000000,38000000,diamond
5644,588000000,40000000,diamond
5645,564000000,42000000,diamond
5646,268000000,27000000,normal
5647,580000000,46666666,diamond
5648,258000000,26500000,normal
5649,676000000,36666666,diamond
5650,262000000,19500000,normal
5651,294000000,20500000,normal
5652,246000000,22500000,normal
5653,692000000,79000000,vip
5654,600000000,51333333,diamond
5655,660000000,26000000,diamond
5656,282000000,20000000,normal
5657,310000000,20000000,normal
5658,684000000,48666666,diamond
5659,800000000,66000000,vip
5660,796000000,76000000,vip
5661,708000000,23333333,diamond
5662,302000000,22500000,normal
5663,720000000,76000000,vip
5664,796000000,74000000,vip
5665,616000000,52000000,diamond
5666,740000000,36666666,diamond
5667,310000000,22000000,normal
5668,310000000,21500000,normal
5669,772000000,27333333,diamond
5670,788000000,28000000,diamond
5671,740000000,73000000,vip
5672,760000000,77000000,vip
5673,724000000,40000000,diamond
5674,696000000,42000000,diamond
5675,548000000,50666666,diamond
5676,608000000,46666666,diamond
5677,716000000,28000000,diamond
5678,696000000,36000000,diamond
5679,568000000,44666666,diamond
5680,696000000,30666666,diamond
5681,282000000,26000000,normal
5682,560000000,52000000,diamond
5683,724000000,32666666,diamond
5684,592000000,38666666,diamond
5685,676000000,42666666,diamond
5686,668000000,38666666,diamond
5687,652000000,46666666,diamond
5688,294000000,19500000,normal
5689,304000000,22500000,normal
5690,256000000,18500000,normal
5691,248000000,27500000,normal
5692,628000000,40666666,diamond
5693,314000000,17500000,normal
5694,776000000,33333333,diamond
5695,632000000,53333333,diamond
5696,732000000,28000000,diamond
5697,704000000,33333333,diamond
5698,580000000,52666666,diamond
5699,576000000,51333333,diamond
5700,636000000,31333333,diamond
5701,632000000,39333333,diamond
5702,780000000,34000000,diamond
5703,528000000,46000000,diamond
5704,736000000,72000000,vip
5705,724000000,32000000,diamond
5706,780000000,78000000,vip
5707,652000000,44666666,diamond
5708,294000000,22500000,normal
5709,520000000,52666666,diamond
5710,656000000,52666666,diamond
5711,266000000,33000000,normal
5712,540000000,48000000,diamond
5713,314000000,20000000,normal
5714,672000000,30000000,diamond
5715,264000000,34000000,normal
5716,708000000,38000000,diamond
5717,680000000,24666666,diamond
5718,302000000,21500000,normal
5719,260000000,20000000,normal
5720,768000000,72000000,vip
5721,556000000,41333333,diamond
5722,780000000,67000000,vip
5723,274000000,21000000,normal
5724,636000000,50000000,diamond
5725,800000000,51000000,vip
5726,696000000,47333333,diamond
5727,652000000,40000000,diamond
5728,258000000,20000000,normal
5729,696000000,26000000,diamond
5730,278000000,24000000,normal
5731,708000000,33333333,diamond
5732,270000000,18000000,normal
5733,300000000,21000000,normal
5734,292000000,18500000,normal
5735,744000000,66000000,vip
5736,592000000,44000000,diamond
5737,256000000,29500000,normal
5738,616000000,41333333,diamond
5739,302000000,17500000,normal
5740,796000000,76000000,vip
5741,250000000,35500000,normal
5742,764000000,61000000,vip
5743,756000000,72000000,vip
5744,640000000,27333333,diamond
5745,776000000,73000000,vip
5746,676000000,28000000,diamond
5747,612000000,38000000,diamond
5748,744000000,34666666,diamond
5749,524000000,53333333,diamond
5750,580000000,38000000,diamond
5751,792000000,32000000,diamond
5752,644000000,26666666,diamond
5753,260000000,21000000,normal
5754,314000000,19000000,normal
5755,696000000,45333333,diamond
5756,628000000,52000000,diamond
5757,302000000,24000000,normal
5758,644000000,52666666,diamond
5759,684000000,32000000,diamond
5760,684000000,51333333,diamond
5761,254000000,33000000,normal
5762,712000000,28000000,diamond
5763,484000000,53333333,diamond
5764,760000000,34000000,diamond
5765,652000000,35333333,diamond
5766,760000000,78000000,vip
5767,262000000,31500000,normal
5768,256000000,22000000,normal
5769,652000000,46666666,diamond
5770,680000000,30666666,diamond
5771,764000000,75000000,vip
5772,756000000,29333333,diamond
5773,308000000,23000000,normal
5774,240000000,21000000,normal
5775,776000000,28000000,diamond
5776,604000000,42666666,diamond
5777,240000000,23500000,normal
5778,576000000,39333333,diamond
5779,264000000,30000000,normal
5780,588000000,40000000,diamond
5781,800000000,28000000,diamond
5782,768000000,32666666,diamond
5783,640000000,46000000,diamond
5784,252000000,35500000,normal
5785,604000000,41333333,diamond
5786,684000000,43333333,diamond
5787,624000000,50000000,diamond
5788,246000000,25000000,normal
5789,298000000,23000000,normal
5790,242000000,31500000,normal
5791,744000000,73000000,vip
5792,692000000,26666666,diamond
5793,676000000,52666666,diamond
5794,308000000,20000000,normal
5795,712000000,74000000,vip
5796,580000000,47333333,diamond
5797,656000000,38666666,diamond
5798,240000000,40000000,normal
5799,736000000,77000000,vip
5800,732000000,44666666,diamond
5801,680000000,34666666,diamond
5802,540000000,45333333,diamond
5803,768000000,28000000,diamond
5804,792000000,62000000,vip
5805,652000000,48000000,diamond
5806,672000000,24000000,diamond
5807,732000000,35333333,diamond
5808,242000000,34000000,normal
5809,584000000,37333333,diamond
5810,680000000,43333333,diamond
5811,254000000,26000000,normal
5812,636000000,38666666,diamond
5813,560000000,42666666,diamond
5814,716000000,30666666,diamond
5815,246000000,20000000,normal
5816,592000000,53333333,diamond
5817,724000000,34000000,diamond
5818,728000000,35333333,diamond
5819,632000000,42666666,diamond
5820,250000000,28500000,normal
5821,712000000,32666666,diamond
5822,258000000,35000000,normal
5823,748000000,38666666,diamond
5824,272000000,20500000,normal
5825,592000000,39333333,diamond
5826,760000000,40000000,diamond
5827,282000000,26500000,normal
5828,752000000,78000000,vip
5829,552000000,52666666,diamond
5830,676000000,46000000,diamond
5831,576000000,40000000,diamond
5832,776000000,80000000,vip
5833,302000000,18000000,normal
5834,640000000,39333333,diamond
5835,652000000,46666666,diamond
5836,256000000,18500000,normal
5837,732000000,68000000,vip
5838,792000000,75000000,vip
5839,268000000,28000000,normal
5840,310000000,17500000,normal
5841,274000000,18500000,normal
5842,760000000,30666666,diamond
5843,248000000,24500000,normal
5844,776000000,32000000,diamond
5845,632000000,35333333,diamond
5846,588000000,45333333,diamond
5847,636000000,41333333,diamond
5848,644000000,50000000,diamond
5849,524000000,50000000,diamond
5850,276000000,21500000,normal
5851,732000000,28666666,diamond
5852,688000000,33333333,diamond
5853,772000000,24000000,diamond
5854,796000000,78000000,vip
5855,636000000,37333333,diamond
5856,264000000,26500000,normal
5857,768000000,28666666,diamond
5858,596000000,34666666,diamond
5859,520000000,53333333,diamond
5860,258000000,32500000,normal
5861,744000000,69000000,vip
5862,290000000,18500000,normal
5863,636000000,49333333,diamond
5864,660000000,47333333,diamond
5865,784000000,71000000,vip
5866,700000000,78000000,vip
5867,296000000,21500000,normal
5868,652000000,27333333,diamond
5869,748000000,36666666,diamond
5870,600000000,40000000,diamond
5871,540000000,52666666,diamond
5872,242000000,23500000,normal
5873,644000000,48000000,diamond
5874,242000000,35000000,normal
5875,576000000,52000000,diamond
5876,564000000,41333333,diamond
5877,648000000,38666666,diamond
5878,756000000,72000000,vip
5879,268000000,17500000,normal
5880,258000000,29500000,normal
5881,290000000,19000000,normal
5882,264000000,26000000,normal
5883,640000000,52000000,diamond
5884,564000000,52666666,diamond
5885,716000000,41333333,diamond
5886,308000000,21500000,normal
5887,276000000,24500000,normal
5888,636000000,52666666,diamond
5889,604000000,41333333,diamond
5890,652000000,53333333,diamond
5891,648000000,52000000,diamond
5892,272000000,30000000,normal
5893,660000000,34666666,diamond
5894,596000000,35333333,diamond
5895,680000000,47333333,diamond
5896,282000000,21500000,normal
5897,744000000,24000000,diamond
5898,314000000,20500000,normal
5899,266000000,27500000,normal
5900,242000000,20000000,normal
5901,256000000,19000000,normal
5902,768000000,27333333,diamond
5903,708000000,76000000,vip
5904,668000000,34000000,diamond
5905,264000000,26500000,normal
5906,792000000,32666666,diamond
5907,628000000,49333333,diamond
5908,264000000,32000000,normal
5909,592000000,41333333,diamond
5910,684000000,35333333,diamond
5911,556000000,44666666,diamond
5912,282000000,19000000,normal
5913,240000000,36500000,normal
5914,740000000,43333333,diamond
5915,270000000,31000000,normal
5916,296000000,20000000,normal
5917,744000000,69000000,vip
5918,684000000,25333333,diamond
5919,700000000,36000000,diamond
5920,628000000,34000000,diamond
5921,748000000,74000000,vip
5922,628000000,41333333,diamond
5923,724000000,24666666,diamond
5924,274000000,29500000,normal
5925,768000000,80000000,vip
5926,660000000,40000000,diamond
5927,246000000,37000000,normal
5928,744000000,65000000,vip
5929,684000000,28666666,diamond
5930,248000000,23000000,normal
5931,720000000,40000000,diamond
5932,292000000,24000000,normal
5933,784000000,34000000,diamond
5934,280000000,25000000,normal
5935,318000000,18000000,normal
5936,792000000,28666666,diamond
5937,652000000,35333333,diamond
5938,242000000,32000000,normal
5939,676000000,28000000,diamond
5940,644000000,43333333,diamond
5941,772000000,76000000,vip
5942,628000000,41333333,diamond
5943,784000000,77000000,vip
5944,764000000,24666666,diamond
5945,628000000,45333333,diamond
5946,612000000,48666666,diamond
5947,282000000,26000000,normal
5948,264000000,27500000,normal
5949,596000000,45333333,diamond
5950,756000000,40666666,diamond
5951,496000000,53333333,diamond
5952,716000000,28000000,diamond
5953,256000000,22500000,normal
5954,568000000,48666666,diamond
5955,504000000,51333333,diamond
5956,652000000,48666666,diamond
5957,676000000,49333333,diamond
5958,256000000,29500000,normal
5959,276000000,28000000,normal
5960,524000000,50666666,diamond
5961,800000000,24666666,diamond
5962,724000000,44666666,diamond
5963,640000000,50000000,diamond
5964,712000000,77000000,vip
5965,720000000,40000000,diamond
5966,672000000,48666666,diamond
5967,528000000,52000000,diamond
5968,260000000,32500000,normal
5969,660000000,50666666,diamond
5970,294000000,18500000,normal
5971,672000000,32000000,diamond
5972,288000000,28000000,normal
5973,764000000,25333333,diamond
5974,732000000,42666666,diamond
5975,246000000,36500000,normal
5976,640000000,28000000,diamond
5977,800000000,24666666,diamond
5978,680000000,24666666,diamond
5979,748000000,34000000,diamond
5980,652000000,30666666,diamond
5981,652000000,36000000,diamond
5982,544000000,48666666,diamond
5983,616000000,32666666,diamond
5984,536000000,46666666,diamond
5985,528000000,52000000,diamond
5986,676000000,26000000,diamond
5987,764000000,64000000,vip
5988,584000000,50666666,diamond
5989,688000000,32000000,diamond
5990,684000000,46666666,diamond
5991,284000000,21500000,normal
5992,764000000,26666666,diamond
5993,262000000,26500000,normal
5994,292000000,26000000,normal
5995,648000000,51333333,diamond
5996,600000000,44666666,diamond
5997,712000000,25333333,diamond
5998,612000000,39333333,diamond
5999,628000000,49333333,diamond
6000,676000000,28666666,diamond
6001,314000000,21500000,normal
6002,258000000,19000000,normal
6003,242000000,38500000,normal
6004,266000000,32500000,normal
6005,584000000,40666666,diamond
6006,644000000,39333333,diamond
6007,608000000,36000000,diamond
6008,624000000,41333333,diamond
6009,724000000,24666666,diamond
6010,256000000,17500000,normal
6011,620000000,44000000,diamond
6012,268000000,19000000,normal
6013,764000000,24000000,diamond
6014,672000000,34666666,diamond
6015,640000000,50666666,diamond
6016,252000000,31000000,normal
6017,692000000,48666666,diamond
6018,316000000,19000000,normal
6019,292000000,24000000,normal
6020,280000000,26000000,normal
6021,312000000,17500000,normal
6022,772000000,31333333,diamond
6023,664000000,24000000,diamond
6024,732000000,29333333,diamond
6025,552000000,44000000,diamond
6026,732000000,42666666,diamond
6027,592000000,41333333,diamond
6028,768000000,77000000,vip
6029,264000000,27500000,normal
6030,248000000,26500000,normal
6031,318000000,18500000,normal
6032,250000000,26000000,normal
6033,276000000,26500000,normal
6034,560000000,43333333,diamond
6035,612000000,46000000,diamond
6036,250000000,18500000,normal
6037,568000000,44000000,diamond
6038,600000000,36666666,diamond
6039,262000000,28000000,normal
6040,556000000,51333333,diamond
6041,760000000,34666666,diamond
6042,676000000,30000000,diamond
6043,784000000,35333333,diamond
6044,264000000,31500000,normal
6045,668000000,34000000,diamond
6046,268000000,21000000,normal
6047,258000000,20000000,normal
6048,684000000,32666666,diamond
6049,776000000,23333333,diamond
6050,732000000,34000000,diamond
6051,756000000,64000000,vip
6052,310000000,17500000,normal
6053,736000000,71000000,vip
6054,318000000,18500000,normal
6055,266000000,32500000,normal
6056,572000000,42000000,diamond
6057,248000000,31500000,normal
6058,284000000,28500000,normal
6059,708000000,38666666,diamond
6060,660000000,27333333,diamond
6061,732000000,43333333,diamond
6062,620000000,31333333,diamond
6063,604000000,33333333,diamond
6064,668000000,39333333,diamond
6065,282000000,24500000,normal
6066,700000000,25333333,diamond
6067,732000000,34666666,diamond
6068,588000000,36000000,diamond
6069,744000000,79000000,vip
6070,242000000,34500000,normal
6071,244000000,24000000,normal
6072,780000000,34000000,diamond
6073,644000000,48666666,diamond
6074,792000000,59000000,vip
6075,584000000,38666666,diamond
6076,628000000,29333333,diamond
6077,740000000,24666666,diamond
6078,278000000,22500000,normal
6079,296000000,21000000,normal
6080,528000000,50000000,diamond
6081,616000000,50666666,diamond
6082,508000000,49333333,diamond
6083,278000000,27500000,normal
6084,248000000,36500000,normal
6085,712000000,35333333,diamond
6086,508000000,50000000,diamond
6087,784000000,55000000,vip
6088,720000000,45333333,diamond
6089,636000000,48666666,diamond
6090,568000000,44666666,diamond
6091,724000000,38000000,diamond
6092,600000000,48666666,diamond
6093,278000000,26000000,normal
6094,768000000,59000000,vip
6095,604000000,51333333,diamond
6096,644000000,44000000,diamond
6097,616000000,48666666,diamond
6098,572000000,50666666,diamond
6099,252000000,29500000,normal
6100,608000000,51333333,diamond
6101,660000000,49333333,diamond
6102,254000000,32000000,normal
6103,632000000,45333333,diamond
6104,624000000,45333333,diamond
6105,280000000,17500000,normal
6106,716000000,37333333,diamond
6107,724000000,28666666,diamond
6108,572000000,52666666,diamond
6109,604000000,50000000,diamond
6110,240000000,25000000,normal
6111,764000000,72000000,vip
6112,600000000,46666666,diamond
6113,800000000,24666666,diamond
6114,724000000,38666666,diamond
6115,244000000,20000000,normal
6116,716000000,23333333,diamond
6117,676000000,52000000,diamond
6118,302000000,17500000,normal
6119,740000000,24000000,diamond
6120,660000000,41333333,diamond
6121,580000000,40000000,diamond
6122,744000000,42000000,diamond
6123,568000000,40666666,diamond
6124,668000000,44666666,diamond
6125,250000000,19500000,normal
6126,712000000,34000000,diamond
6127,508000000,49333333,diamond
6128,636000000,28000000,diamond
6129,552000000,42000000,diamond
6130,756000000,28000000,diamond
6131,248000000,25500000,normal
6132,656000000,33333333,diamond
6133,250000000,23000000,normal
6134,244000000,24500000,normal
6135,680000000,47333333,diamond
6136,298000000,17500000,normal
6137,258000000,24500000,normal
6138,676000000,52666666,diamond
6139,240000000,30500000,normal
6140,704000000,76000000,vip
6141,274000000,25500000,normal
6142,688000000,37333333,diamond
6143,262000000,22500000,normal
6144,302000000,17500000,normal
6145,274000000,25500000,normal
6146,656000000,25333333,diamond
6147,276000000,31000000,normal
6148,656000000,52666666,diamond
6149,644000000,48666666,diamond
6150,302000000,23000000,normal
6151,612000000,47333333,diamond
6152,732000000,44000000,diamond
6153,768000000,24666666,diamond
6154,660000000,41333333,diamond
6155,704000000,28000000,diamond
6156,564000000,44000000,diamond
6157,744000000,33333333,diamond
6158,274000000,23500000,normal
6159,268000000,29500000,normal
6160,256000000,28000000,normal
6161,280000000,29000000,normal
6162,296000000,20000000,normal
6163,776000000,70000000,vip
6164,272000000,24500000,normal
6165,244000000,19000000,normal
6166,644000000,46000000,diamond
6167,254000000,26000000,normal
6168,656000000,32000000,diamond
6169,716000000,31333333,diamond
